id_tabela,nome_coluna,chave,cobertura_temporal,valor
servico_nao_monetario_pof4_2017,V9004,1128,(1),BAILES
servico_nao_monetario_pof2_2017,V9004,1128,(1),BAILES
despesa_coletiva_2017,V9004,1128,(1),BAILES
servico_nao_monetario_pof2_2017,V9004,1129,(1),CASA DE ESFIRA
caderneta_coletiva_2017,V9004,1129,(1),CASA DE ESFIRA
despesa_individual_2017,V9004,1129,(1),CASA DE ESFIRA
despesa_coletiva_2017,V9004,1129,(1),CASA DE ESFIRA
servico_nao_monetario_pof4_2017,V9004,1129,(1),CASA DE ESFIRA
servico_nao_monetario_pof4_2017,V9004,1130,(1),ESFIRRARIA
despesa_coletiva_2017,V9004,1130,(1),ESFIRRARIA
servico_nao_monetario_pof2_2017,V9004,1130,(1),ESFIRRARIA
caderneta_coletiva_2017,V9004,1130,(1),ESFIRRARIA
despesa_individual_2017,V9004,1130,(1),ESFIRRARIA
servico_nao_monetario_pof2_2017,V9004,1131,(1),HAMBURGUERIA
despesa_individual_2017,V9004,1131,(1),HAMBURGUERIA
despesa_coletiva_2017,V9004,1131,(1),HAMBURGUERIA
caderneta_coletiva_2017,V9004,1131,(1),HAMBURGUERIA
servico_nao_monetario_pof4_2017,V9004,1131,(1),HAMBURGUERIA
servico_nao_monetario_pof2_2017,V9004,1201,(1),SACOLAO
despesa_coletiva_2017,V9004,1201,(1),SACOLAO
servico_nao_monetario_pof4_2017,V9004,1201,(1),SACOLAO
despesa_individual_2017,V9004,1201,(1),SACOLAO
caderneta_coletiva_2017,V9004,1201,(1),SACOLAO
caderneta_coletiva_2017,V9004,1202,(1),VAREJAO
despesa_individual_2017,V9004,1202,(1),VAREJAO
servico_nao_monetario_pof2_2017,V9004,1202,(1),VAREJAO
servico_nao_monetario_pof4_2017,V9004,1202,(1),VAREJAO
despesa_coletiva_2017,V9004,1202,(1),VAREJAO
despesa_coletiva_2017,V9004,1203,(1),HORTIFRUTI
caderneta_coletiva_2017,V9004,1203,(1),HORTIFRUTI
servico_nao_monetario_pof2_2017,V9004,1203,(1),HORTIFRUTI
despesa_individual_2017,V9004,1203,(1),HORTIFRUTI
servico_nao_monetario_pof4_2017,V9004,1203,(1),HORTIFRUTI
despesa_individual_2017,V9004,1204,(1),KILAO
servico_nao_monetario_pof4_2017,V9004,1204,(1),KILAO
servico_nao_monetario_pof2_2017,V9004,1204,(1),KILAO
despesa_coletiva_2017,V9004,1204,(1),KILAO
caderneta_coletiva_2017,V9004,1204,(1),KILAO
despesa_coletiva_2017,V9004,1205,(1),QUILAO
despesa_individual_2017,V9004,1205,(1),QUILAO
servico_nao_monetario_pof4_2017,V9004,1205,(1),QUILAO
servico_nao_monetario_pof2_2017,V9004,1205,(1),QUILAO
caderneta_coletiva_2017,V9004,1205,(1),QUILAO
servico_nao_monetario_pof2_2017,V9004,1206,(1),VERDURAO
servico_nao_monetario_pof4_2017,V9004,1206,(1),VERDURAO
caderneta_coletiva_2017,V9004,1206,(1),VERDURAO
despesa_coletiva_2017,V9004,1206,(1),VERDURAO
despesa_individual_2017,V9004,1206,(1),VERDURAO
servico_nao_monetario_pof2_2017,V9004,1301,(1),"FARMACIA, DROGARIA"
despesa_coletiva_2017,V9004,1301,(1),"FARMACIA, DROGARIA"
caderneta_coletiva_2017,V9004,1301,(1),"FARMACIA, DROGARIA"
servico_nao_monetario_pof4_2017,V9004,1301,(1),"FARMACIA, DROGARIA"
despesa_individual_2017,V9004,1301,(1),"FARMACIA, DROGARIA"
servico_nao_monetario_pof2_2017,V9004,1302,(1),DROGARIA
despesa_individual_2017,V9004,1302,(1),DROGARIA
servico_nao_monetario_pof4_2017,V9004,1302,(1),DROGARIA
caderneta_coletiva_2017,V9004,1302,(1),DROGARIA
despesa_coletiva_2017,V9004,1302,(1),DROGARIA
servico_nao_monetario_pof4_2017,V9004,1303,(1),FARMACIA DE MANIPULACAO
servico_nao_monetario_pof2_2017,V9004,1303,(1),FARMACIA DE MANIPULACAO
despesa_coletiva_2017,V9004,1303,(1),FARMACIA DE MANIPULACAO
despesa_individual_2017,V9004,1303,(1),FARMACIA DE MANIPULACAO
caderneta_coletiva_2017,V9004,1303,(1),FARMACIA DE MANIPULACAO
caderneta_coletiva_2017,V9004,1304,(1),FARMACIA HOMEOPATICA
despesa_individual_2017,V9004,1304,(1),FARMACIA HOMEOPATICA
despesa_coletiva_2017,V9004,1304,(1),FARMACIA HOMEOPATICA
servico_nao_monetario_pof2_2017,V9004,1304,(1),FARMACIA HOMEOPATICA
servico_nao_monetario_pof4_2017,V9004,1304,(1),FARMACIA HOMEOPATICA
caderneta_coletiva_2017,V9004,1305,(1),LOJA DE PRODUTOS TERAPEUTICOS
servico_nao_monetario_pof4_2017,V9004,1305,(1),LOJA DE PRODUTOS TERAPEUTICOS
servico_nao_monetario_pof2_2017,V9004,1305,(1),LOJA DE PRODUTOS TERAPEUTICOS
despesa_coletiva_2017,V9004,1305,(1),LOJA DE PRODUTOS TERAPEUTICOS
despesa_individual_2017,V9004,1305,(1),LOJA DE PRODUTOS TERAPEUTICOS
despesa_coletiva_2017,V9004,1306,(1),FARMACIA
servico_nao_monetario_pof2_2017,V9004,1306,(1),FARMACIA
despesa_individual_2017,V9004,1306,(1),FARMACIA
caderneta_coletiva_2017,V9004,1306,(1),FARMACIA
servico_nao_monetario_pof4_2017,V9004,1306,(1),FARMACIA
servico_nao_monetario_pof2_2017,V9004,1401,(1),LOJA DE DEPARTAMENTO
despesa_individual_2017,V9004,1401,(1),LOJA DE DEPARTAMENTO
despesa_coletiva_2017,V9004,1401,(1),LOJA DE DEPARTAMENTO
caderneta_coletiva_2017,V9004,1401,(1),LOJA DE DEPARTAMENTO
servico_nao_monetario_pof4_2017,V9004,1401,(1),LOJA DE DEPARTAMENTO
despesa_coletiva_2017,V9004,1501,(1),DOMICILIO PARTICULAR
servico_nao_monetario_pof2_2017,V9004,1501,(1),DOMICILIO PARTICULAR
caderneta_coletiva_2017,V9004,1501,(1),DOMICILIO PARTICULAR
servico_nao_monetario_pof4_2017,V9004,1501,(1),DOMICILIO PARTICULAR
despesa_individual_2017,V9004,1501,(1),DOMICILIO PARTICULAR
servico_nao_monetario_pof4_2017,V9004,1502,(1),"SITIO, QUINTAL"
caderneta_coletiva_2017,V9004,1502,(1),"SITIO, QUINTAL"
despesa_coletiva_2017,V9004,1502,(1),"SITIO, QUINTAL"
despesa_individual_2017,V9004,1502,(1),"SITIO, QUINTAL"
servico_nao_monetario_pof2_2017,V9004,1502,(1),"SITIO, QUINTAL"
servico_nao_monetario_pof4_2017,V9004,1503,(1),FAZENDA
despesa_coletiva_2017,V9004,1503,(1),FAZENDA
despesa_individual_2017,V9004,1503,(1),FAZENDA
caderneta_coletiva_2017,V9004,1503,(1),FAZENDA
servico_nao_monetario_pof2_2017,V9004,1503,(1),FAZENDA
servico_nao_monetario_pof2_2017,V9004,1504,(1),HORTA
servico_nao_monetario_pof4_2017,V9004,1504,(1),HORTA
despesa_coletiva_2017,V9004,1504,(1),HORTA
caderneta_coletiva_2017,V9004,1504,(1),HORTA
despesa_individual_2017,V9004,1504,(1),HORTA
servico_nao_monetario_pof2_2017,V9004,1505,(1),CHACARA
caderneta_coletiva_2017,V9004,1505,(1),CHACARA
servico_nao_monetario_pof4_2017,V9004,1505,(1),CHACARA
despesa_individual_2017,V9004,1505,(1),CHACARA
despesa_coletiva_2017,V9004,1505,(1),CHACARA
servico_nao_monetario_pof2_2017,V9004,1601,(1),ESTABELECIMENTO FILANTROPICO
despesa_individual_2017,V9004,1601,(1),ESTABELECIMENTO FILANTROPICO
despesa_coletiva_2017,V9004,1601,(1),ESTABELECIMENTO FILANTROPICO
caderneta_coletiva_2017,V9004,1601,(1),ESTABELECIMENTO FILANTROPICO
servico_nao_monetario_pof4_2017,V9004,1601,(1),ESTABELECIMENTO FILANTROPICO
caderneta_coletiva_2017,V9004,1602,(1),ASILO
servico_nao_monetario_pof4_2017,V9004,1602,(1),ASILO
despesa_individual_2017,V9004,1602,(1),ASILO
despesa_coletiva_2017,V9004,1602,(1),ASILO
servico_nao_monetario_pof2_2017,V9004,1602,(1),ASILO
servico_nao_monetario_pof4_2017,V9004,1603,(1),ORFANATO
despesa_individual_2017,V9004,1603,(1),ORFANATO
caderneta_coletiva_2017,V9004,1603,(1),ORFANATO
despesa_coletiva_2017,V9004,1603,(1),ORFANATO
servico_nao_monetario_pof2_2017,V9004,1603,(1),ORFANATO
servico_nao_monetario_pof2_2017,V9004,1604,(1),IGREJA
despesa_individual_2017,V9004,1604,(1),IGREJA
despesa_coletiva_2017,V9004,1604,(1),IGREJA
servico_nao_monetario_pof4_2017,V9004,1604,(1),IGREJA
caderneta_coletiva_2017,V9004,1604,(1),IGREJA
servico_nao_monetario_pof2_2017,V9004,1605,(1),QUARTEL
caderneta_coletiva_2017,V9004,1605,(1),QUARTEL
servico_nao_monetario_pof4_2017,V9004,1605,(1),QUARTEL
despesa_individual_2017,V9004,1605,(1),QUARTEL
despesa_coletiva_2017,V9004,1605,(1),QUARTEL
despesa_individual_2017,V9004,1606,(1),RETIRO ESPIRITUAL
caderneta_coletiva_2017,V9004,1606,(1),RETIRO ESPIRITUAL
servico_nao_monetario_pof2_2017,V9004,1606,(1),RETIRO ESPIRITUAL
despesa_coletiva_2017,V9004,1606,(1),RETIRO ESPIRITUAL
servico_nao_monetario_pof4_2017,V9004,1606,(1),RETIRO ESPIRITUAL
servico_nao_monetario_pof2_2017,V9004,1607,(1),RECANTO
servico_nao_monetario_pof4_2017,V9004,1607,(1),RECANTO
caderneta_coletiva_2017,V9004,1607,(1),RECANTO
despesa_individual_2017,V9004,1607,(1),RECANTO
despesa_coletiva_2017,V9004,1607,(1),RECANTO
servico_nao_monetario_pof2_2017,V9004,1608,(1),"CENTRO ESPIRITA, DE UMBANDA, ETC."
despesa_individual_2017,V9004,1608,(1),"CENTRO ESPIRITA, DE UMBANDA, ETC."
servico_nao_monetario_pof4_2017,V9004,1608,(1),"CENTRO ESPIRITA, DE UMBANDA, ETC."
despesa_coletiva_2017,V9004,1608,(1),"CENTRO ESPIRITA, DE UMBANDA, ETC."
caderneta_coletiva_2017,V9004,1608,(1),"CENTRO ESPIRITA, DE UMBANDA, ETC."
servico_nao_monetario_pof4_2017,V9004,1609,(1),MOSTEIRO
despesa_coletiva_2017,V9004,1609,(1),MOSTEIRO
caderneta_coletiva_2017,V9004,1609,(1),MOSTEIRO
servico_nao_monetario_pof2_2017,V9004,1609,(1),MOSTEIRO
despesa_individual_2017,V9004,1609,(1),MOSTEIRO
servico_nao_monetario_pof4_2017,V9004,1610,(1),QUERMESSE
servico_nao_monetario_pof2_2017,V9004,1610,(1),QUERMESSE
despesa_coletiva_2017,V9004,1610,(1),QUERMESSE
despesa_individual_2017,V9004,1610,(1),QUERMESSE
caderneta_coletiva_2017,V9004,1610,(1),QUERMESSE
servico_nao_monetario_pof4_2017,V9004,1611,(1),SANTA CASA
despesa_individual_2017,V9004,1611,(1),SANTA CASA
despesa_coletiva_2017,V9004,1611,(1),SANTA CASA
servico_nao_monetario_pof2_2017,V9004,1611,(1),SANTA CASA
caderneta_coletiva_2017,V9004,1611,(1),SANTA CASA
servico_nao_monetario_pof4_2017,V9004,1612,(1),ASSOCIACAO DE CARIDADE
despesa_individual_2017,V9004,1612,(1),ASSOCIACAO DE CARIDADE
despesa_coletiva_2017,V9004,1612,(1),ASSOCIACAO DE CARIDADE
servico_nao_monetario_pof2_2017,V9004,1612,(1),ASSOCIACAO DE CARIDADE
caderneta_coletiva_2017,V9004,1612,(1),ASSOCIACAO DE CARIDADE
servico_nao_monetario_pof2_2017,V9004,1613,(1),PASTORAL
despesa_coletiva_2017,V9004,1613,(1),PASTORAL
despesa_individual_2017,V9004,1613,(1),PASTORAL
servico_nao_monetario_pof4_2017,V9004,1613,(1),PASTORAL
caderneta_coletiva_2017,V9004,1613,(1),PASTORAL
despesa_individual_2017,V9004,1614,(1),PASTORAL DA CRIANCA
servico_nao_monetario_pof2_2017,V9004,1614,(1),PASTORAL DA CRIANCA
despesa_coletiva_2017,V9004,1614,(1),PASTORAL DA CRIANCA
caderneta_coletiva_2017,V9004,1614,(1),PASTORAL DA CRIANCA
servico_nao_monetario_pof4_2017,V9004,1614,(1),PASTORAL DA CRIANCA
caderneta_coletiva_2017,V9004,1615,(1),PASTORAL DO IDOSO
servico_nao_monetario_pof2_2017,V9004,1615,(1),PASTORAL DO IDOSO
despesa_coletiva_2017,V9004,1615,(1),PASTORAL DO IDOSO
servico_nao_monetario_pof4_2017,V9004,1615,(1),PASTORAL DO IDOSO
despesa_individual_2017,V9004,1615,(1),PASTORAL DO IDOSO
servico_nao_monetario_pof2_2017,V9004,1701,(1),BAZAR
despesa_individual_2017,V9004,1701,(1),BAZAR
caderneta_coletiva_2017,V9004,1701,(1),BAZAR
despesa_coletiva_2017,V9004,1701,(1),BAZAR
servico_nao_monetario_pof4_2017,V9004,1701,(1),BAZAR
servico_nao_monetario_pof2_2017,V9004,1801,(1),"LOJA DE ARTIGOS DE FESTA, RELIGIOSOS, ETC."
servico_nao_monetario_pof4_2017,V9004,1801,(1),"LOJA DE ARTIGOS DE FESTA, RELIGIOSOS, ETC."
despesa_coletiva_2017,V9004,1801,(1),"LOJA DE ARTIGOS DE FESTA, RELIGIOSOS, ETC."
despesa_individual_2017,V9004,1801,(1),"LOJA DE ARTIGOS DE FESTA, RELIGIOSOS, ETC."
caderneta_coletiva_2017,V9004,1801,(1),"LOJA DE ARTIGOS DE FESTA, RELIGIOSOS, ETC."
servico_nao_monetario_pof4_2017,V9004,1802,(1),LOJA DE ARTIGOS RELIGIOSOS
caderneta_coletiva_2017,V9004,1802,(1),LOJA DE ARTIGOS RELIGIOSOS
despesa_individual_2017,V9004,1802,(1),LOJA DE ARTIGOS RELIGIOSOS
servico_nao_monetario_pof2_2017,V9004,1802,(1),LOJA DE ARTIGOS RELIGIOSOS
despesa_coletiva_2017,V9004,1802,(1),LOJA DE ARTIGOS RELIGIOSOS
caderneta_coletiva_2017,V9004,1803,(1),LOJA DE ARTIGOS ESOTERICOS
despesa_coletiva_2017,V9004,1803,(1),LOJA DE ARTIGOS ESOTERICOS
servico_nao_monetario_pof4_2017,V9004,1803,(1),LOJA DE ARTIGOS ESOTERICOS
servico_nao_monetario_pof2_2017,V9004,1803,(1),LOJA DE ARTIGOS ESOTERICOS
despesa_individual_2017,V9004,1803,(1),LOJA DE ARTIGOS ESOTERICOS
caderneta_coletiva_2017,V9004,1804,(1),LOJA DE ARTIGOS MISTICOS
servico_nao_monetario_pof2_2017,V9004,1804,(1),LOJA DE ARTIGOS MISTICOS
servico_nao_monetario_pof4_2017,V9004,1804,(1),LOJA DE ARTIGOS MISTICOS
despesa_individual_2017,V9004,1804,(1),LOJA DE ARTIGOS MISTICOS
despesa_coletiva_2017,V9004,1804,(1),LOJA DE ARTIGOS MISTICOS
despesa_coletiva_2017,V9004,1805,(1),FLORA ARTIGOS RELIGIOSOS
caderneta_coletiva_2017,V9004,1805,(1),FLORA ARTIGOS RELIGIOSOS
servico_nao_monetario_pof4_2017,V9004,1805,(1),FLORA ARTIGOS RELIGIOSOS
despesa_individual_2017,V9004,1805,(1),FLORA ARTIGOS RELIGIOSOS
servico_nao_monetario_pof2_2017,V9004,1805,(1),FLORA ARTIGOS RELIGIOSOS
servico_nao_monetario_pof2_2017,V9004,1901,(1),LOJA DE ARTIGOS AGROPECUARIOS E ANIMAIS
despesa_individual_2017,V9004,1901,(1),LOJA DE ARTIGOS AGROPECUARIOS E ANIMAIS
servico_nao_monetario_pof4_2017,V9004,1901,(1),LOJA DE ARTIGOS AGROPECUARIOS E ANIMAIS
despesa_coletiva_2017,V9004,1901,(1),LOJA DE ARTIGOS AGROPECUARIOS E ANIMAIS
caderneta_coletiva_2017,V9004,1901,(1),LOJA DE ARTIGOS AGROPECUARIOS E ANIMAIS
caderneta_coletiva_2017,V9004,1902,(1),LOJA DE ARTIGOS AGROPECUARIOS
despesa_coletiva_2017,V9004,1902,(1),LOJA DE ARTIGOS AGROPECUARIOS
servico_nao_monetario_pof4_2017,V9004,1902,(1),LOJA DE ARTIGOS AGROPECUARIOS
servico_nao_monetario_pof2_2017,V9004,1902,(1),LOJA DE ARTIGOS AGROPECUARIOS
despesa_individual_2017,V9004,1902,(1),LOJA DE ARTIGOS AGROPECUARIOS
servico_nao_monetario_pof4_2017,V9004,1903,(1),LOJA DE PRODUTOS VETERINARIOS
caderneta_coletiva_2017,V9004,1903,(1),LOJA DE PRODUTOS VETERINARIOS
despesa_individual_2017,V9004,1903,(1),LOJA DE PRODUTOS VETERINARIOS
despesa_coletiva_2017,V9004,1903,(1),LOJA DE PRODUTOS VETERINARIOS
servico_nao_monetario_pof2_2017,V9004,1903,(1),LOJA DE PRODUTOS VETERINARIOS
caderneta_coletiva_2017,V9004,1904,(1),CASA DE PRODUTOS VETERINARIOS
despesa_coletiva_2017,V9004,1904,(1),CASA DE PRODUTOS VETERINARIOS
servico_nao_monetario_pof4_2017,V9004,1904,(1),CASA DE PRODUTOS VETERINARIOS
despesa_individual_2017,V9004,1904,(1),CASA DE PRODUTOS VETERINARIOS
servico_nao_monetario_pof2_2017,V9004,1904,(1),CASA DE PRODUTOS VETERINARIOS
despesa_coletiva_2017,V9004,1905,(1),COOPERATIVA DE PRODUTORES RURAIS
servico_nao_monetario_pof2_2017,V9004,1905,(1),COOPERATIVA DE PRODUTORES RURAIS
servico_nao_monetario_pof4_2017,V9004,1905,(1),COOPERATIVA DE PRODUTORES RURAIS
despesa_individual_2017,V9004,1905,(1),COOPERATIVA DE PRODUTORES RURAIS
caderneta_coletiva_2017,V9004,1905,(1),COOPERATIVA DE PRODUTORES RURAIS
despesa_coletiva_2017,V9004,1906,(1),CASA DE RACAO
caderneta_coletiva_2017,V9004,1906,(1),CASA DE RACAO
servico_nao_monetario_pof2_2017,V9004,1906,(1),CASA DE RACAO
despesa_individual_2017,V9004,1906,(1),CASA DE RACAO
servico_nao_monetario_pof4_2017,V9004,1906,(1),CASA DE RACAO
despesa_individual_2017,V9004,1907,(1),AGROPECUARIA
despesa_coletiva_2017,V9004,1907,(1),AGROPECUARIA
caderneta_coletiva_2017,V9004,1907,(1),AGROPECUARIA
servico_nao_monetario_pof2_2017,V9004,1907,(1),AGROPECUARIA
servico_nao_monetario_pof4_2017,V9004,1907,(1),AGROPECUARIA
despesa_individual_2017,V9004,1908,(1),SELARIA
servico_nao_monetario_pof4_2017,V9004,1908,(1),SELARIA
despesa_coletiva_2017,V9004,1908,(1),SELARIA
caderneta_coletiva_2017,V9004,1908,(1),SELARIA
servico_nao_monetario_pof2_2017,V9004,1908,(1),SELARIA
despesa_coletiva_2017,V9004,1909,(1),PET SHOP
despesa_individual_2017,V9004,1909,(1),PET SHOP
servico_nao_monetario_pof4_2017,V9004,1909,(1),PET SHOP
caderneta_coletiva_2017,V9004,1909,(1),PET SHOP
servico_nao_monetario_pof2_2017,V9004,1909,(1),PET SHOP
servico_nao_monetario_pof4_2017,V9004,1910,(1),VETERINARIA (LOJA)
despesa_coletiva_2017,V9004,1910,(1),VETERINARIA (LOJA)
servico_nao_monetario_pof2_2017,V9004,1910,(1),VETERINARIA (LOJA)
despesa_individual_2017,V9004,1910,(1),VETERINARIA (LOJA)
caderneta_coletiva_2017,V9004,1910,(1),VETERINARIA (LOJA)
caderneta_coletiva_2017,V9004,1911,(1),LOJA DE ANIMAIS
servico_nao_monetario_pof2_2017,V9004,1911,(1),LOJA DE ANIMAIS
despesa_coletiva_2017,V9004,1911,(1),LOJA DE ANIMAIS
despesa_individual_2017,V9004,1911,(1),LOJA DE ANIMAIS
servico_nao_monetario_pof4_2017,V9004,1911,(1),LOJA DE ANIMAIS
despesa_individual_2017,V9004,1912,(1),AVICULTURA
servico_nao_monetario_pof2_2017,V9004,1912,(1),AVICULTURA
caderneta_coletiva_2017,V9004,1912,(1),AVICULTURA
despesa_coletiva_2017,V9004,1912,(1),AVICULTURA
servico_nao_monetario_pof4_2017,V9004,1912,(1),AVICULTURA
servico_nao_monetario_pof4_2017,V9004,1913,(1),CLINICA VETERINARIA
despesa_individual_2017,V9004,1913,(1),CLINICA VETERINARIA
caderneta_coletiva_2017,V9004,1913,(1),CLINICA VETERINARIA
servico_nao_monetario_pof2_2017,V9004,1913,(1),CLINICA VETERINARIA
despesa_coletiva_2017,V9004,1913,(1),CLINICA VETERINARIA
despesa_coletiva_2017,V9004,1914,(1),SALAO DE TOSA E BANHO DE ANIMAIS
servico_nao_monetario_pof2_2017,V9004,1914,(1),SALAO DE TOSA E BANHO DE ANIMAIS
despesa_individual_2017,V9004,1914,(1),SALAO DE TOSA E BANHO DE ANIMAIS
servico_nao_monetario_pof4_2017,V9004,1914,(1),SALAO DE TOSA E BANHO DE ANIMAIS
caderneta_coletiva_2017,V9004,1914,(1),SALAO DE TOSA E BANHO DE ANIMAIS
caderneta_coletiva_2017,V9004,1915,(1),CLINICA DE TOSA E BANHO DE ANIMAIS
despesa_coletiva_2017,V9004,1915,(1),CLINICA DE TOSA E BANHO DE ANIMAIS
despesa_individual_2017,V9004,1915,(1),CLINICA DE TOSA E BANHO DE ANIMAIS
servico_nao_monetario_pof4_2017,V9004,1915,(1),CLINICA DE TOSA E BANHO DE ANIMAIS
servico_nao_monetario_pof2_2017,V9004,1915,(1),CLINICA DE TOSA E BANHO DE ANIMAIS
despesa_individual_2017,V9004,1916,(1),CANIL
caderneta_coletiva_2017,V9004,1916,(1),CANIL
despesa_coletiva_2017,V9004,1916,(1),CANIL
servico_nao_monetario_pof4_2017,V9004,1916,(1),CANIL
servico_nao_monetario_pof2_2017,V9004,1916,(1),CANIL
caderneta_coletiva_2017,V9004,1917,(1),LOJA DE MATERIAL DE CACA E PESCA
despesa_coletiva_2017,V9004,1917,(1),LOJA DE MATERIAL DE CACA E PESCA
despesa_individual_2017,V9004,1917,(1),LOJA DE MATERIAL DE CACA E PESCA
servico_nao_monetario_pof2_2017,V9004,1917,(1),LOJA DE MATERIAL DE CACA E PESCA
servico_nao_monetario_pof4_2017,V9004,1917,(1),LOJA DE MATERIAL DE CACA E PESCA
servico_nao_monetario_pof4_2017,V9004,1918,(1),PETSHOP
servico_nao_monetario_pof2_2017,V9004,1918,(1),PETSHOP
despesa_coletiva_2017,V9004,1918,(1),PETSHOP
despesa_individual_2017,V9004,1918,(1),PETSHOP
caderneta_coletiva_2017,V9004,1918,(1),PETSHOP
servico_nao_monetario_pof2_2017,V9004,1919,(1),PIT DOG
despesa_individual_2017,V9004,1919,(1),PIT DOG
despesa_coletiva_2017,V9004,1919,(1),PIT DOG
servico_nao_monetario_pof4_2017,V9004,1919,(1),PIT DOG
caderneta_coletiva_2017,V9004,1919,(1),PIT DOG
despesa_coletiva_2017,V9004,1920,(1),FARMACIA VETERINARIA
caderneta_coletiva_2017,V9004,1920,(1),FARMACIA VETERINARIA
servico_nao_monetario_pof2_2017,V9004,1920,(1),FARMACIA VETERINARIA
despesa_individual_2017,V9004,1920,(1),FARMACIA VETERINARIA
servico_nao_monetario_pof4_2017,V9004,1920,(1),FARMACIA VETERINARIA
servico_nao_monetario_pof2_2017,V9004,1921,(1),CASA DE PRODUTOS AGROPECUARIOS
despesa_individual_2017,V9004,1921,(1),CASA DE PRODUTOS AGROPECUARIOS
caderneta_coletiva_2017,V9004,1921,(1),CASA DE PRODUTOS AGROPECUARIOS
servico_nao_monetario_pof4_2017,V9004,1921,(1),CASA DE PRODUTOS AGROPECUARIOS
despesa_coletiva_2017,V9004,1921,(1),CASA DE PRODUTOS AGROPECUARIOS
servico_nao_monetario_pof4_2017,V9004,1922,(1),LOJA DE PRODUTOS AGROPECUARIOS
despesa_coletiva_2017,V9004,1922,(1),LOJA DE PRODUTOS AGROPECUARIOS
despesa_individual_2017,V9004,1922,(1),LOJA DE PRODUTOS AGROPECUARIOS
servico_nao_monetario_pof2_2017,V9004,1922,(1),LOJA DE PRODUTOS AGROPECUARIOS
caderneta_coletiva_2017,V9004,1922,(1),LOJA DE PRODUTOS AGROPECUARIOS
despesa_coletiva_2017,V9004,2001,(1),DEPOSITO EM GERAL
despesa_individual_2017,V9004,2001,(1),DEPOSITO EM GERAL
servico_nao_monetario_pof2_2017,V9004,2001,(1),DEPOSITO EM GERAL
caderneta_coletiva_2017,V9004,2001,(1),DEPOSITO EM GERAL
servico_nao_monetario_pof4_2017,V9004,2001,(1),DEPOSITO EM GERAL
servico_nao_monetario_pof2_2017,V9004,2002,(1),DEPOSITO DE DOCES E BALAS
despesa_individual_2017,V9004,2002,(1),DEPOSITO DE DOCES E BALAS
caderneta_coletiva_2017,V9004,2002,(1),DEPOSITO DE DOCES E BALAS
servico_nao_monetario_pof4_2017,V9004,2002,(1),DEPOSITO DE DOCES E BALAS
despesa_coletiva_2017,V9004,2002,(1),DEPOSITO DE DOCES E BALAS
servico_nao_monetario_pof4_2017,V9004,2003,(1),DEPOSITO DE BEBIDAS
despesa_individual_2017,V9004,2003,(1),DEPOSITO DE BEBIDAS
despesa_coletiva_2017,V9004,2003,(1),DEPOSITO DE BEBIDAS
caderneta_coletiva_2017,V9004,2003,(1),DEPOSITO DE BEBIDAS
servico_nao_monetario_pof2_2017,V9004,2003,(1),DEPOSITO DE BEBIDAS
despesa_coletiva_2017,V9004,2004,(1),FRIGORIFICO EM GERAL
caderneta_coletiva_2017,V9004,2004,(1),FRIGORIFICO EM GERAL
servico_nao_monetario_pof4_2017,V9004,2004,(1),FRIGORIFICO EM GERAL
servico_nao_monetario_pof2_2017,V9004,2004,(1),FRIGORIFICO EM GERAL
despesa_individual_2017,V9004,2004,(1),FRIGORIFICO EM GERAL
despesa_coletiva_2017,V9004,2005,(1),ADEGA
caderneta_coletiva_2017,V9004,2005,(1),ADEGA
servico_nao_monetario_pof2_2017,V9004,2005,(1),ADEGA
servico_nao_monetario_pof4_2017,V9004,2005,(1),ADEGA
despesa_individual_2017,V9004,2005,(1),ADEGA
servico_nao_monetario_pof2_2017,V9004,2006,(1),DEPOSITO DE GAS
servico_nao_monetario_pof4_2017,V9004,2006,(1),DEPOSITO DE GAS
despesa_coletiva_2017,V9004,2006,(1),DEPOSITO DE GAS
caderneta_coletiva_2017,V9004,2006,(1),DEPOSITO DE GAS
despesa_individual_2017,V9004,2006,(1),DEPOSITO DE GAS
servico_nao_monetario_pof4_2017,V9004,2007,(1),DISTRIBUIDORA DE GAS
servico_nao_monetario_pof2_2017,V9004,2007,(1),DISTRIBUIDORA DE GAS
despesa_coletiva_2017,V9004,2007,(1),DISTRIBUIDORA DE GAS
caderneta_coletiva_2017,V9004,2007,(1),DISTRIBUIDORA DE GAS
despesa_individual_2017,V9004,2007,(1),DISTRIBUIDORA DE GAS
despesa_individual_2017,V9004,2008,(1),DISTRIBUIDORA DE BEBIDAS
caderneta_coletiva_2017,V9004,2008,(1),DISTRIBUIDORA DE BEBIDAS
servico_nao_monetario_pof2_2017,V9004,2008,(1),DISTRIBUIDORA DE BEBIDAS
servico_nao_monetario_pof4_2017,V9004,2008,(1),DISTRIBUIDORA DE BEBIDAS
despesa_coletiva_2017,V9004,2008,(1),DISTRIBUIDORA DE BEBIDAS
servico_nao_monetario_pof4_2017,V9004,2009,(1),DEPOSITO DE REDES
caderneta_coletiva_2017,V9004,2009,(1),DEPOSITO DE REDES
despesa_coletiva_2017,V9004,2009,(1),DEPOSITO DE REDES
servico_nao_monetario_pof2_2017,V9004,2009,(1),DEPOSITO DE REDES
despesa_individual_2017,V9004,2009,(1),DEPOSITO DE REDES
caderneta_coletiva_2017,V9004,2010,(1),DEPOSITO DE AGUA
despesa_individual_2017,V9004,2010,(1),DEPOSITO DE AGUA
